name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-11142,NO,1,1475,1207,1355,1113,1683,1426
GENE-11143,NO,1,0,0,0,0,0,0
GENE-11144,NO,1,15,20,13,10,8,17
GENE-11145,NO,1,0,0,0,0,0,0
GENE-11146,NO,1,0,0,0,0,0,0
GENE-11147,NO,1,0,0,0,0,0,0
GENE-11148,NO,1,236,219,258,249,232,207
GENE-11149,NO,1,34,0,46,10,1,0
GENE-11150,YES,1,0,0,0,0,0,0
GENE-11151,NO,1,5,9,5,6,6,7
GENE-11152,YES,1,0,0,0,0,0,0
GENE-11153,NO,1,9,7,14,11,17,16
GENE-11154,NO,1,0,0,0,0,0,0
GENE-11155,NO,1,1,8,6,5,2,5
GENE-11156,NO,1,0,0,0,0,0,0
GENE-11157,NO,1,0,0,0,0,0,0
GENE-11158,NO,1,0,0,0,0,0,0
GENE-11159,NO,1,170,115,97,130,169,106
GENE-11160,NO,1,0,0,0,0,0,0
GENE-11161,NO,1,0,0,0,0,0,0
GENE-11162,NO,1,0,0,0,0,0,0
GENE-11163,NO,1,0,1,2,0,1,0
GENE-11164,NO,1,1899,401,1231,1835,2043,761
GENE-11165,NO,1,0,0,0,0,0,0
GENE-11166,NO,1,0,0,0,0,0,0
GENE-11167,NO,1,7,11,8,13,9,20
GENE-11168,NO,1,0,0,0,0,0,0
GENE-11169,NO,1,0,0,0,0,0,0
GENE-11170,NO,1,9,8,5,2,4,8
GENE-11171,NO,1,0,0,0,0,0,0
GENE-11172,NO,1,2,3,1,1,2,5
GENE-11173,NO,1,0,0,0,0,0,0
GENE-11174,NO,1,16,18,19,17,14,16
GENE-11175,NO,1,41,55,69,49,62,53
GENE-11176,NO,1,157,137,204,60,94,181
GENE-11177,NO,1,0,0,0,0,0,0
GENE-11178,NO,1,0,0,0,0,0,0
GENE-11179,NO,1,0,0,0,0,0,0
GENE-11180,NO,1,0,2,0,0,1,0
GENE-11181,NO,1,0,0,0,0,0,0
GENE-11182,NO,1,0,0,0,1,0,0
GENE-11183,NO,1,0,0,0,0,0,0
GENE-11184,NO,1,0,0,0,0,0,0
GENE-11185,NO,1,29,25,14,19,21,14
GENE-11186,NO,1,0,0,0,0,0,0
GENE-11187,NO,1,3,5,5,4,4,1
GENE-11188,NO,1,0,0,0,0,0,0
GENE-11189,NO,1,0,0,0,0,0,0
GENE-11190,NO,1,4852,5251,4798,3453,5243,4545
GENE-11191,NO,1,0,0,0,0,0,0
GENE-11192,YES,1,0,0,0,0,0,0
GENE-11193,NO,1,3095,2878,3145,3631,1720,2421
GENE-11194,NO,1,7,26,20,16,22,12
GENE-11195,NO,1,0,0,0,0,0,0
GENE-11196,NO,1,0,0,0,0,0,0
GENE-11197,NO,1,0,0,0,0,0,0
GENE-11198,NO,1,0,0,0,0,0,0
GENE-11199,NO,1,2379,2209,2631,2751,2458,2205
GENE-11200,NO,1,686,518,640,588,397,499
GENE-11201,NO,1,64,74,76,55,59,54
GENE-11202,NO,1,0,0,1,1,1,0
GENE-11203,NO,1,11,12,10,3,6,8
GENE-11204,NO,1,577,829,357,616,344,487
GENE-11205,NO,1,52,51,63,63,52,52
GENE-11206,NO,1,0,0,0,0,0,0
GENE-11207,NO,1,0,0,0,0,0,0
GENE-11208,NO,1,0,0,0,0,0,0
GENE-11209,NO,1,0,0,0,0,0,0
GENE-11210,NO,1,0,0,0,0,0,0
GENE-11211,NO,1,23,42,31,8,29,63
GENE-11212,NO,1,0,0,0,0,0,0
GENE-11213,NO,1,0,0,0,0,0,0
GENE-11214,YES,1,0,0,0,0,0,0
GENE-11215,YES,1,0,0,0,0,0,0
GENE-11216,YES,1,0,0,0,0,0,0
GENE-11217,NO,1,0,0,0,0,0,0
GENE-11218,NO,1,1,5,1,1,1,2
GENE-11219,NO,1,0,0,0,0,0,0
GENE-11220,NO,1,0,0,0,0,0,0
GENE-11221,NO,1,0,0,0,0,0,0
GENE-11222,NO,1,26,24,41,13,35,24
GENE-11223,NO,1,0,0,0,0,0,0
GENE-11224,NO,1,18,25,22,13,9,21
GENE-11225,NO,1,556,604,463,402,788,626
GENE-11226,NO,1,0,0,0,0,0,0
GENE-11227,NO,1,116,104,65,61,55,54
GENE-11228,NO,1,0,0,0,0,0,0
GENE-11229,NO,1,12,9,14,14,10,9
GENE-11230,NO,1,0,0,0,0,0,0
GENE-11231,NO,1,0,0,0,0,0,0
GENE-11232,NO,1,48,38,47,44,24,41
GENE-11233,NO,1,0,0,0,0,0,0
GENE-11234,NO,1,1655,1828,1698,1532,1617,1603
GENE-11235,NO,1,0,0,0,0,0,0
GENE-11236,NO,1,0,0,0,0,0,0
GENE-11237,NO,1,0,0,0,0,0,0
GENE-11238,NO,1,0,0,0,0,0,0
GENE-11239,NO,1,0,0,0,0,0,0
GENE-11240,NO,1,0,0,0,0,0,0
GENE-11241,NO,1,0,0,0,0,0,0
GENE-11242,NO,1,75,68,74,78,89,76
GENE-11243,NO,1,0,0,0,0,0,0
GENE-11244,NO,1,0,0,0,0,0,0
GENE-11245,NO,1,49,64,100,64,80,62
GENE-11246,NO,1,0,0,0,0,0,0
GENE-11247,NO,1,0,0,0,0,0,0
GENE-11248,NO,1,47,44,56,39,47,38
GENE-11249,NO,1,278,364,335,353,333,451
GENE-11250,NO,1,0,0,0,0,0,0
GENE-11251,YES,1,0,0,0,0,0,0
GENE-11252,NO,1,3,6,6,1,1,2
GENE-11253,NO,1,0,0,0,0,0,0
GENE-11254,NO,1,0,0,0,0,0,0
GENE-11255,NO,1,0,0,0,0,0,0
GENE-11256,NO,1,0,0,0,0,0,0
GENE-11257,YES,1,0,0,0,0,0,0
GENE-11258,NO,1,0,0,0,0,0,0
GENE-11259,NO,1,0,0,0,0,0,0
GENE-11260,NO,1,0,0,0,0,0,0
GENE-11261,NO,1,2,1,2,6,0,4
GENE-11262,NO,1,414,455,479,468,380,569
GENE-11263,NO,1,0,3,1,1,0,0
GENE-11264,NO,1,0,0,0,0,0,0
GENE-11265,NO,1,0,0,0,0,0,0
GENE-11266,NO,1,0,0,0,0,0,0
GENE-11267,NO,1,0,0,0,0,0,0
GENE-11268,NO,1,0,0,0,0,0,0
GENE-11269,NO,1,0,0,0,0,0,0
GENE-11270,YES,1,0,0,0,0,0,0
GENE-11271,NO,1,0,0,0,0,0,0
GENE-11272,NO,1,0,0,0,0,0,0
GENE-11274,NO,1,0,0,0,0,0,0
GENE-11275,NO,1,0,0,0,0,0,0
GENE-11276,NO,1,0,0,0,0,0,0
GENE-11277,NO,1,0,0,0,0,0,0
GENE-11278,NO,1,0,0,0,0,0,0
GENE-11279,NO,1,0,0,0,0,0,0
GENE-11280,NO,1,2,2,6,2,1,4
GENE-11281,NO,1,0,0,0,0,0,0
GENE-11282,NO,1,0,0,0,0,0,0
GENE-11283,NO,1,1372,1901,1982,1857,1991,1463
GENE-11284,NO,1,0,0,0,0,0,0
GENE-11285,NO,1,0,0,0,0,0,0
GENE-11286,NO,1,0,0,0,0,0,0
GENE-11287,NO,1,62,45,65,70,66,61
GENE-11288,NO,1,0,0,0,0,0,0
GENE-11289,NO,1,0,0,0,0,0,0
GENE-11290,NO,1,0,0,0,0,0,0
GENE-11291,NO,1,0,0,0,0,0,0
GENE-11292,NO,1,191,117,125,188,149,157
GENE-11293,NO,1,31,34,21,70,38,51
GENE-11294,NO,1,2,0,0,0,1,2
GENE-11295,NO,1,0,0,0,0,0,0
GENE-11296,NO,1,85,88,107,48,110,127
GENE-11297,NO,1,297,341,229,267,354,213
GENE-11298,NO,1,0,0,0,0,0,0
GENE-11299,YES,1,0,0,0,0,0,0
GENE-11300,NO,1,0,0,0,0,0,0
GENE-11301,NO,1,0,0,0,0,0,0
GENE-11302,NO,1,14,20,16,14,15,13
GENE-11303,NO,1,0,0,0,0,0,0
GENE-11304,NO,1,0,0,0,0,0,0
GENE-11305,NO,1,0,0,0,0,0,0
GENE-11306,NO,1,10,8,24,27,13,14
GENE-11307,NO,1,197,264,255,206,253,246
GENE-11308,NO,1,0,0,0,0,0,0
GENE-11309,NO,1,0,0,0,0,0,0
GENE-11310,NO,1,0,0,0,0,0,0
GENE-11311,NO,1,0,0,0,0,0,0
GENE-11312,NO,1,460,479,429,530,494,389
GENE-11313,NO,1,0,0,0,0,0,0
GENE-11314,NO,1,0,0,0,0,0,0
GENE-11315,YES,1,0,0,0,0,0,0
GENE-11316,NO,1,0,0,0,0,0,0
GENE-11317,NO,1,0,0,0,0,0,0
GENE-11318,NO,1,0,0,0,0,0,0
GENE-11319,NO,1,0,0,0,0,0,0
GENE-11320,NO,1,0,0,0,0,0,0
GENE-11321,NO,1,0,0,0,0,0,0
GENE-11322,NO,1,0,0,0,0,0,0
GENE-11323,NO,1,0,0,0,0,0,0
GENE-11324,NO,1,0,0,0,0,0,0
GENE-11325,NO,1,0,0,0,0,0,0
GENE-11326,NO,1,539,364,565,709,612,345
GENE-11327,NO,1,0,0,0,0,0,0
GENE-11328,NO,1,432,396,365,409,369,357
GENE-11329,NO,1,0,0,0,0,0,0
GENE-11330,NO,1,0,0,0,0,0,0
GENE-11331,NO,1,669,555,579,808,914,820
GENE-11332,NO,1,0,0,0,0,0,0
GENE-11333,NO,1,1,1,0,0,1,0
GENE-11334,NO,1,0,0,0,0,0,0
GENE-11335,NO,1,0,0,0,0,0,0
GENE-11336,NO,1,0,0,1,0,0,0
GENE-11337,NO,1,0,0,0,0,0,0
GENE-11338,NO,1,0,0,0,0,0,0
GENE-11339,NO,1,0,0,0,0,0,0
GENE-11340,NO,1,0,0,0,0,0,0
GENE-11341,NO,1,0,0,0,0,0,0
GENE-11342,NO,1,0,0,0,0,0,0
GENE-11343,NO,1,0,0,0,0,0,0
GENE-11344,NO,1,17,20,19,9,14,23
GENE-11345,NO,1,0,0,0,0,0,0
GENE-11346,NO,1,0,0,0,0,0,0
GENE-11347,NO,1,1,1,0,0,0,0
GENE-11348,NO,1,0,0,0,0,0,0
GENE-11349,NO,1,0,0,0,0,0,0
GENE-11350,NO,1,0,0,0,0,0,0
GENE-11351,NO,1,0,0,0,0,0,0
GENE-11352,NO,1,0,0,0,0,0,0
GENE-11353,NO,1,0,0,0,0,0,0
GENE-11354,NO,1,0,0,0,0,0,0
GENE-11355,NO,1,8,9,9,6,7,6
GENE-11356,NO,1,0,0,0,0,0,0
GENE-11357,NO,1,0,0,0,0,0,0
GENE-11358,NO,1,0,0,0,0,0,0
GENE-11359,NO,1,283,244,217,227,200,246
GENE-11360,NO,1,1,1,0,0,2,1
GENE-11361,NO,1,2,4,2,1,1,1
GENE-11362,NO,1,0,0,0,0,0,0
GENE-11363,NO,1,0,0,0,0,0,0
GENE-11364,NO,1,14,23,24,29,21,21
GENE-11365,NO,1,0,0,0,0,0,0
GENE-11366,NO,1,1170,1165,1017,1120,1083,1146
GENE-11367,NO,1,36,23,18,17,21,28
GENE-11368,NO,1,617,436,519,409,534,575
GENE-11369,NO,1,0,0,0,0,0,0
GENE-11370,NO,1,0,0,0,0,0,0
GENE-11371,NO,1,0,0,0,0,0,0
GENE-11372,NO,1,0,0,0,0,0,0
GENE-11373,NO,1,0,2,2,0,1,1
GENE-11374,NO,1,176,183,204,170,173,209
GENE-11375,NO,1,0,0,0,0,0,0
GENE-11376,NO,1,0,0,0,0,0,0
GENE-11377,NO,1,0,0,0,0,0,0
GENE-11378,NO,1,0,1,2,0,1,0
GENE-11379,NO,1,0,0,0,0,0,0
GENE-11380,NO,1,0,0,0,0,0,0
GENE-11381,NO,1,1749,1389,2517,900,1218,1166
GENE-11382,NO,1,0,0,0,0,0,0
GENE-11383,NO,1,8,1,10,5,7,5
GENE-11384,NO,1,0,0,0,0,0,0
GENE-11385,NO,1,10,7,10,10,8,11
GENE-11386,NO,1,1200,869,999,985,950,794
GENE-11387,NO,1,0,0,0,0,0,0
GENE-11388,NO,1,0,0,0,0,0,0
GENE-11389,NO,1,41,48,36,48,42,60
GENE-11390,NO,1,0,0,0,0,0,0
GENE-11391,NO,1,7,14,13,16,17,15
GENE-11392,NO,1,0,0,0,0,0,0
GENE-11393,NO,1,0,0,0,0,0,0
GENE-11394,NO,1,61,46,44,33,41,46
GENE-11395,NO,1,3,3,11,3,7,13
GENE-11396,NO,1,0,2,0,0,0,0
GENE-11397,NO,1,183,184,155,208,173,150
GENE-11398,NO,1,0,0,0,0,0,0
GENE-11399,NO,1,0,0,0,0,0,0
GENE-11400,NO,1,0,0,0,0,0,0
GENE-11401,NO,1,0,0,0,0,0,0
GENE-11402,NO,1,730,475,540,689,420,665
GENE-11403,NO,1,0,0,0,0,0,0
GENE-11404,NO,1,0,0,0,0,0,0
GENE-11405,YES,1,0,0,0,0,0,0
GENE-11406,NO,1,0,0,0,0,0,0
GENE-11407,NO,1,0,0,0,0,0,0
GENE-11409,NO,1,0,0,0,0,0,0
GENE-11410,NO,1,0,0,0,0,0,0
GENE-11411,NO,1,0,0,0,0,0,0
GENE-11412,NO,1,0,0,0,0,0,0
GENE-11413,NO,1,10894,13279,11038,8783,13055,8931
GENE-11414,NO,1,0,0,0,0,0,0
GENE-11415,NO,1,0,0,0,0,0,0
GENE-11416,NO,1,0,0,0,0,0,0
GENE-11417,NO,1,261,290,235,185,214,182
GENE-11418,NO,1,1822,2113,1894,2084,1898,1827
GENE-11419,NO,1,0,0,0,0,0,0
GENE-11420,NO,1,0,0,0,0,0,0
GENE-11421,NO,1,0,0,0,0,0,0
GENE-11422,NO,1,0,0,0,0,0,0
GENE-11423,NO,1,213,164,406,16,174,302
GENE-11424,NO,1,0,0,0,0,0,0
GENE-11425,NO,1,7,4,1,3,1,2
GENE-11426,NO,1,1,3,1,5,2,0
GENE-11427,NO,1,602,632,600,580,574,546
GENE-11428,NO,1,72,123,111,211,117,70
GENE-11429,NO,1,0,0,0,0,0,0
GENE-11430,YES,1,0,0,0,0,0,0
GENE-11431,NO,1,0,0,0,0,0,0
GENE-11432,NO,1,30,9,31,23,24,20
GENE-11433,NO,1,5,7,1,2,2,3
GENE-11434,NO,1,0,0,0,0,0,0
GENE-11435,NO,1,0,0,0,0,0,0
GENE-11436,NO,1,0,0,0,0,0,0
GENE-11437,NO,1,0,0,0,0,0,0
GENE-11438,NO,1,6,3,2,2,1,4
GENE-11439,NO,1,0,0,0,0,0,0
GENE-11440,YES,1,0,0,0,0,0,0
GENE-11441,NO,1,0,0,0,0,0,0
GENE-11442,NO,1,0,0,0,0,0,1
GENE-11443,NO,1,0,0,0,0,0,0
GENE-11444,NO,1,0,0,0,0,0,0
GENE-11445,NO,1,0,0,0,0,0,0
GENE-11446,NO,1,135,96,142,49,120,70
GENE-11447,NO,1,0,0,0,0,0,0
GENE-11448,NO,1,0,0,0,0,0,0
GENE-11449,NO,1,0,0,0,0,0,0
GENE-11450,NO,1,0,40,2,0,0,0
GENE-11451,NO,1,420,347,304,334,422,361
GENE-11452,NO,1,5782,7276,7271,9439,4499,7130
GENE-11453,YES,1,0,0,0,0,0,0
GENE-11454,NO,1,0,0,0,0,0,0
GENE-11455,NO,1,0,0,0,0,0,0
GENE-11456,NO,1,0,0,0,0,0,0
GENE-11457,NO,1,70,21,57,29,31,44
GENE-11458,NO,1,0,0,0,0,0,0
GENE-11459,NO,1,0,0,0,0,0,0
GENE-11460,NO,1,0,0,0,0,0,0
GENE-11461,NO,1,109,97,75,94,95,99
GENE-11462,NO,1,2393,2706,1671,2855,2585,2757
GENE-11463,NO,1,0,0,0,0,0,0
GENE-11464,NO,1,0,0,0,0,0,0
GENE-11465,NO,1,0,0,0,0,0,0
GENE-11466,NO,1,15,72,34,8,72,65
GENE-11467,NO,1,0,0,0,0,0,0
GENE-11468,NO,1,682,764,760,721,686,731
GENE-11469,NO,1,46,29,40,43,41,32
GENE-11470,NO,1,66,22,36,27,47,65
GENE-11471,NO,1,6,8,5,10,7,10
GENE-11472,NO,1,0,0,0,0,0,0
GENE-11473,NO,1,0,0,0,0,0,0
GENE-11474,NO,1,0,0,0,0,0,0
GENE-11475,NO,1,0,0,0,0,0,0
GENE-11476,NO,1,0,0,0,0,0,0
GENE-11477,NO,1,0,0,0,0,0,0
GENE-11478,NO,1,0,0,0,0,0,0
GENE-11479,NO,1,102,121,105,110,130,107
GENE-11480,NO,1,177,215,202,145,176,210
GENE-11481,NO,1,0,0,0,0,0,0
GENE-11482,NO,1,0,0,0,0,0,0
GENE-11483,NO,1,27,45,45,56,59,45
GENE-11484,NO,1,0,0,0,0,0,0
GENE-11485,NO,1,0,0,0,0,0,0
GENE-11486,NO,1,0,0,0,0,0,0
GENE-11487,NO,1,0,0,0,0,0,0
GENE-11488,NO,1,0,3,2,0,1,0
GENE-11489,NO,1,21,25,15,23,29,14
GENE-11490,NO,1,0,0,0,0,0,0
GENE-11491,NO,1,0,0,0,0,0,0
GENE-11492,NO,1,0,0,0,0,0,0
GENE-11493,NO,1,7,10,7,13,6,9
GENE-11494,NO,1,2473,2057,2371,1812,2147,2265
GENE-11495,NO,1,0,0,0,0,0,0
GENE-11496,NO,1,0,0,0,0,0,0
GENE-11497,NO,1,0,0,0,0,0,0
GENE-11498,NO,1,0,0,0,0,0,0
GENE-11499,NO,1,3101,3409,3833,3924,3492,3274
GENE-11500,NO,1,0,0,0,0,0,0
GENE-11501,NO,1,0,0,0,0,0,0
GENE-11502,NO,1,5,8,5,4,5,11
GENE-11503,NO,1,23,9,12,21,8,10
GENE-11504,NO,1,0,0,0,0,0,0
GENE-11505,NO,1,0,0,0,0,0,0
GENE-11506,NO,1,0,0,0,0,0,0
GENE-11507,NO,1,0,0,0,0,0,0
GENE-11508,NO,1,0,0,0,0,0,0
GENE-11509,NO,1,2,0,24,0,2,0
GENE-11510,NO,1,0,0,0,0,0,0
GENE-11511,NO,1,404,379,383,418,406,393
GENE-11512,NO,1,251,223,250,319,272,276
GENE-11513,NO,1,0,0,0,0,0,0
GENE-11514,NO,1,0,0,0,0,0,0
GENE-11515,NO,1,0,0,0,0,0,0
GENE-11516,NO,1,0,0,0,0,0,0
GENE-11517,NO,1,0,0,0,0,0,0
GENE-11518,NO,1,1,0,0,0,0,1
GENE-11519,NO,1,0,0,0,0,0,0
GENE-11520,NO,1,0,0,0,0,0,0
GENE-11521,NO,1,0,0,0,0,0,0
GENE-11522,NO,1,4,10,5,6,7,9
GENE-11523,NO,1,0,0,0,0,0,0
GENE-11524,NO,1,0,0,0,0,0,0
GENE-11525,NO,1,0,0,0,0,0,0
GENE-11526,NO,1,587,728,696,687,679,722
GENE-11527,NO,1,0,0,0,0,0,0
GENE-11528,NO,1,0,0,0,0,0,0
GENE-11529,NO,1,0,0,0,0,0,0
GENE-11530,NO,1,0,0,0,0,0,0
GENE-11531,YES,1,0,0,0,0,0,0
GENE-11532,NO,1,0,0,0,0,0,0
GENE-11533,NO,1,1578,1400,1509,1694,1696,1634
GENE-11534,NO,1,0,0,0,0,0,0
GENE-11535,NO,1,2,6,5,3,5,1
GENE-11536,NO,1,0,0,0,0,0,0
GENE-11537,NO,1,231,350,331,286,301,234
GENE-11538,NO,1,0,0,0,0,0,0
GENE-11539,NO,1,83,75,123,76,101,108
GENE-11540,NO,1,0,0,0,0,0,0
GENE-11541,NO,1,0,0,0,0,0,0
GENE-11542,NO,1,6,9,5,8,6,6
GENE-11543,NO,1,4,0,1,2,0,3
GENE-11544,NO,1,0,0,0,0,0,1
GENE-11545,NO,1,0,0,0,0,0,0
GENE-11546,NO,1,166,842,128,281,328,162
GENE-11547,NO,1,0,0,0,0,0,0
GENE-11548,NO,1,60,56,48,40,59,36
GENE-11549,NO,1,0,0,0,0,0,0
GENE-11550,NO,1,2,0,2,1,1,0
GENE-11551,NO,1,0,0,0,0,0,0
GENE-11552,NO,1,0,0,0,0,0,0
GENE-11553,NO,1,0,2,1,1,1,0
GENE-11554,NO,1,0,0,0,0,0,0
GENE-11555,NO,1,0,0,0,0,0,0
GENE-11556,NO,1,0,0,0,0,0,0
GENE-11557,NO,1,0,0,0,0,0,0
GENE-11558,NO,1,1116,1131,1057,1166,1135,1620
GENE-11559,NO,1,0,0,0,0,0,0
GENE-11560,NO,1,89,191,374,300,96,85
GENE-11561,NO,1,0,0,0,0,0,0
GENE-11562,NO,1,0,0,0,0,0,0
GENE-11563,NO,1,12,23,22,22,31,30
GENE-11564,NO,1,38,40,39,23,38,34
GENE-11565,NO,1,0,0,0,0,0,0
GENE-11566,NO,1,98,127,177,111,181,137
GENE-11567,NO,1,0,0,0,0,0,0
GENE-11568,YES,1,0,0,0,0,0,0
GENE-11569,NO,1,0,0,0,0,0,0
GENE-11570,NO,1,0,0,0,0,0,0
GENE-11571,NO,1,0,0,0,0,0,0
GENE-11572,NO,1,0,0,0,0,0,0
GENE-11573,NO,1,0,0,0,0,0,0
GENE-11574,NO,1,0,0,0,0,0,0
GENE-11575,NO,1,3,1,4,2,5,3
GENE-11576,NO,1,0,0,0,0,0,0
GENE-11577,NO,1,2,6,2,4,5,2
GENE-11578,NO,1,42,46,44,59,40,47
GENE-11579,NO,1,0,0,0,0,0,0
GENE-11580,NO,1,0,0,0,0,0,0
GENE-11581,NO,1,0,0,0,0,0,0
GENE-11582,NO,1,0,0,0,0,0,0
GENE-11583,NO,1,2,1,1,0,0,0
GENE-11584,NO,1,0,0,0,0,0,0
GENE-11585,NO,1,0,0,0,0,0,0
GENE-11586,NO,1,0,0,0,0,0,0
GENE-11587,NO,1,12,17,9,13,21,18
GENE-11588,NO,1,0,0,0,0,0,0
GENE-11589,NO,1,0,0,0,0,0,0
GENE-11590,NO,1,0,0,0,0,0,0
GENE-11591,NO,1,0,0,0,0,0,0
GENE-11592,NO,1,5,0,5,3,4,2
GENE-11593,NO,1,0,0,0,0,0,0
GENE-11594,NO,1,209,221,265,263,206,235
GENE-11595,NO,1,36,69,50,49,59,65
GENE-11596,NO,1,0,0,0,0,0,0
GENE-11597,NO,1,0,0,0,0,0,0
GENE-11598,NO,1,0,0,0,0,0,0
GENE-11599,NO,1,212,238,219,225,274,218
GENE-11600,NO,1,0,0,0,0,0,0
GENE-11601,NO,1,0,0,0,0,0,0
GENE-11602,YES,1,0,0,0,0,0,0
GENE-11603,NO,1,0,0,0,0,0,0
GENE-11604,NO,1,0,0,0,0,0,0
GENE-11605,NO,1,532,430,536,542,395,510
GENE-11606,NO,1,0,0,0,0,0,0
GENE-11607,NO,1,0,0,0,0,0,0
GENE-11608,NO,1,0,0,0,0,0,0
GENE-11609,NO,1,0,0,0,0,0,0
GENE-11610,NO,1,0,0,0,0,0,0
GENE-11611,NO,1,0,0,1,1,0,1
GENE-11612,NO,1,0,0,0,0,0,0
GENE-11613,NO,1,3896,3207,4417,2808,3736,3777
GENE-11614,NO,1,0,0,0,0,0,0
GENE-11615,YES,1,0,0,0,0,0,0
GENE-11616,NO,1,0,0,0,0,0,0
GENE-11617,NO,1,49,32,43,35,34,30
GENE-11618,NO,1,0,2,5,1,1,3
GENE-11619,NO,1,0,0,0,0,0,0
GENE-11620,NO,1,0,0,0,0,0,0
GENE-11621,NO,1,44,52,62,67,54,53
GENE-11622,NO,1,0,0,0,0,0,0
GENE-11623,NO,1,0,0,0,0,0,0
GENE-11624,NO,1,0,0,0,0,0,0
GENE-11625,NO,1,0,0,0,0,0,0
GENE-11626,NO,1,0,0,0,0,0,0
GENE-11627,NO,1,0,0,0,0,0,0
GENE-11628,NO,1,0,0,0,0,0,0
GENE-11629,NO,1,0,0,0,0,0,0
GENE-11630,NO,1,0,0,0,0,0,0
GENE-11631,NO,1,0,0,0,0,0,0
GENE-11632,NO,1,142,152,25,144,71,270
GENE-11633,NO,1,9,1,3,0,5,3
GENE-11634,NO,1,5,8,8,7,9,8
GENE-11635,NO,1,86,132,100,115,117,133
GENE-11636,NO,1,0,0,0,0,0,0
GENE-11637,NO,1,0,0,0,0,0,0
GENE-11638,NO,1,1473,1398,1362,1109,1385,1133
GENE-11639,NO,1,120,169,161,187,169,191
GENE-11640,NO,1,0,0,0,0,0,0
GENE-11641,NO,1,103,439,45,47,39,164
GENE-11642,NO,1,0,0,0,0,0,0
GENE-11643,NO,1,87748,93377,53859,9569,31927,112137
GENE-11644,NO,1,0,0,0,0,0,0
GENE-11645,NO,1,0,0,0,0,0,0
GENE-11646,NO,1,266,258,214,236,225,264
GENE-11647,NO,1,1,0,0,1,1,0
GENE-11648,NO,1,1,1,0,0,0,0
GENE-11649,NO,1,0,0,0,0,0,0
GENE-11650,NO,1,0,0,0,0,0,0
GENE-11651,NO,1,0,0,0,0,0,0
GENE-11652,NO,1,0,0,0,0,0,0
GENE-11653,NO,1,0,0,0,0,0,0
GENE-11654,NO,1,509,785,869,818,931,836
GENE-11655,NO,1,10,20,13,4,13,30
GENE-11656,NO,1,0,0,0,0,0,0
GENE-11657,NO,1,0,0,0,0,0,0
GENE-11658,NO,1,0,0,0,0,0,0
GENE-11659,YES,1,1,0,0,0,1,0
GENE-11660,NO,1,0,0,0,0,0,0
GENE-11661,NO,1,0,0,0,0,0,0
GENE-11662,NO,1,804,1050,1139,845,983,785
GENE-11664,NO,1,0,0,0,0,0,0
GENE-11665,NO,1,6,9,1,1,7,3
GENE-11666,NO,1,0,0,0,0,0,0
GENE-11667,NO,1,0,0,0,0,0,0
GENE-11668,NO,1,0,0,0,0,0,0
GENE-11669,NO,1,0,0,0,0,0,0
GENE-11670,NO,1,0,0,0,0,0,0
GENE-11671,NO,1,0,0,0,0,0,0
GENE-11672,NO,1,16,10,16,10,16,17
GENE-11673,NO,1,0,0,0,0,0,0
GENE-11674,NO,1,256,284,238,198,251,277
GENE-11675,NO,1,5,14,7,5,9,9
GENE-11676,NO,1,0,0,0,0,0,0
GENE-11677,NO,1,0,0,0,0,0,0
GENE-11678,NO,1,653,566,912,849,702,713
GENE-11679,NO,1,0,0,0,0,0,0
GENE-11680,NO,1,0,0,0,0,0,0
GENE-11681,NO,1,20,58,72,77,47,73
GENE-11682,NO,1,82,78,68,87,71,74
GENE-11683,NO,1,0,0,0,0,0,0
GENE-11684,NO,1,814,669,671,895,877,1055
GENE-11685,NO,1,0,0,0,0,0,0
GENE-11686,NO,1,1437,1796,1687,1461,1406,1490
GENE-11687,NO,1,0,0,0,0,0,0
GENE-11688,NO,1,0,0,0,0,0,0
GENE-11689,NO,1,0,0,0,0,0,0
GENE-11690,NO,1,0,0,0,0,0,0
GENE-11691,NO,1,0,0,0,0,0,0
GENE-11692,NO,1,0,0,0,0,0,0
GENE-11693,NO,1,0,0,0,0,0,0
GENE-11694,NO,1,0,0,0,0,0,0
GENE-11695,NO,1,8,93,11,26,89,9
GENE-11696,NO,1,0,0,0,0,0,0
GENE-11697,NO,1,168,157,163,148,145,149
GENE-11698,NO,1,0,0,0,0,0,0
GENE-11699,NO,1,343,264,376,290,181,247
GENE-11700,NO,1,0,0,0,0,0,0
GENE-11701,NO,1,0,0,0,0,0,0
GENE-11702,NO,1,165,161,190,153,117,204
GENE-11703,NO,1,0,0,0,0,0,0
GENE-11704,NO,1,0,0,0,0,0,0
GENE-11705,NO,1,0,0,0,0,0,0
GENE-11706,NO,1,0,0,0,0,0,0
GENE-11707,NO,1,86,107,53,35,70,68
GENE-11708,NO,1,0,0,0,0,0,0
GENE-11709,YES,1,0,0,0,0,0,0
GENE-11710,NO,1,5,3,8,0,5,4
GENE-11711,NO,1,33,36,33,36,42,30
GENE-11712,NO,1,0,1,3,1,1,3
GENE-11713,NO,1,18,19,16,14,26,19
GENE-11714,NO,1,0,0,0,0,0,0
GENE-11715,NO,1,22,27,19,23,17,17
GENE-11716,NO,1,1060,1136,1010,822,729,812
GENE-11717,NO,1,0,0,0,0,0,0
GENE-11718,NO,1,9,5,5,5,4,5
GENE-11719,NO,1,0,0,0,0,0,0
GENE-11720,NO,1,0,0,0,0,0,0
